chargeback_id,transaction_id,customer_id,transaction_date,chargeback_date,amount,currency,reason_code,reason_category,reason_description,payment_method,country,plan,is_3ds,is_recurring,dispute_filed,dispute_won,resolution_date,status
cb_000046,tx_00001995,cust_004714,2024-11-02 14:33:00,2024-11-22 14:33:00,9.99,USD,10.5,fraud,Fraud - Card Present,mastercard,US,starter,False,False,True,False,2025-02-10 14:33:00,resolved
cb_000047,tx_00002001,cust_006366,2024-01-26 22:19:00,2024-02-13 22:19:00,14.98,USD,4837,fraud,No Cardholder Authorization,mastercard,US,starter,True,True,True,True,2024-03-22 22:19:00,resolved
cb_000048,tx_00002034,cust_000803,2024-08-06 06:00:00,2024-09-11 06:00:00,9.99,USD,4837,fraud,No Cardholder Authorization,amex,PK,starter,False,False,True,False,2024-12-01 06:00:00,pending
cb_000049,tx_00002095,cust_000469,2024-10-29 10:17:00,2024-11-24 10:17:00,29.99,USD,4837,fraud,No Cardholder Authorization,mastercard,IN,pro,True,True,False,False,2025-01-15 10:17:00,resolved
cb_000050,tx_00002164,cust_009646,2024-08-28 12:21:00,2024-09-15 12:21:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,amex,UK,starter,True,True,False,True,2024-10-16 12:21:00,pending
cb_000051,tx_00002279,cust_008198,2024-06-22 19:29:00,2024-07-17 19:29:00,19.98,USD,10.4,fraud,Card Absent Environment,visa,IN,starter,True,True,False,False,2024-09-26 19:29:00,pending
cb_000052,tx_00002308,cust_001751,2024-05-17 23:42:00,2024-06-30 23:42:00,29.99,USD,12.1,processing,Late Presentment,visa,DE,pro,True,True,False,,2024-08-01 23:42:00,escalated
cb_000053,tx_00002364,cust_001408,2024-09-21 03:07:00,2024-10-13 03:07:00,99.99,USD,4837,fraud,No Cardholder Authorization,mastercard,PK,business,False,True,True,True,2024-11-17 03:07:00,escalated
cb_000054,tx_00002386,cust_001821,2024-11-05 20:03:00,2024-12-19 20:03:00,9.99,USD,4837,fraud,No Cardholder Authorization,visa,CA,starter,False,False,True,,2025-02-05 20:03:00,escalated
cb_000055,tx_00002444,cust_008830,2024-06-23 18:21:00,2024-07-27 18:21:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,NG,starter,False,True,True,,2024-09-01 18:21:00,escalated
cb_000056,tx_00002464,cust_006099,2024-01-01 01:43:00,2024-02-07 01:43:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,BR,pro,True,True,False,False,2024-03-14 01:43:00,resolved
cb_000057,tx_00002536,cust_004414,2024-03-27 18:28:00,2024-05-10 18:28:00,29.99,USD,13.3,service,Not as Described,visa,US,pro,True,True,True,,2024-07-22 18:28:00,pending
cb_000058,tx_00002607,cust_007832,2024-06-29 05:08:00,2024-08-09 05:08:00,14.98,USD,4837,fraud,No Cardholder Authorization,amex,BR,starter,False,True,True,,2024-10-03 05:08:00,escalated
cb_000059,tx_00002608,cust_001119,2024-09-10 11:33:00,2024-09-27 11:33:00,29.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,UK,pro,False,False,True,False,2024-10-28 11:33:00,escalated
cb_000060,tx_00002681,cust_008275,2024-12-24 23:13:00,2025-01-25 23:13:00,99.99,USD,13.3,service,Not as Described,visa,US,business,False,True,True,True,2025-03-02 23:13:00,resolved
cb_000061,tx_00002719,cust_009263,2024-11-10 08:00:00,2024-12-15 08:00:00,99.99,USD,10.4,fraud,Card Absent Environment,mastercard,CA,business,False,True,True,,2025-02-06 08:00:00,escalated
cb_000062,tx_00002732,cust_006002,2024-04-20 10:57:00,2024-06-01 10:57:00,299.99,USD,4837,fraud,No Cardholder Authorization,visa,BR,enterprise,True,True,True,False,2024-08-17 10:57:00,escalated
cb_000063,tx_00002814,cust_003265,2024-07-03 02:55:00,2024-07-25 02:55:00,9.99,USD,10.4,fraud,Card Absent Environment,amex,US,starter,True,True,False,False,2024-10-14 02:55:00,pending
cb_000064,tx_00002827,cust_001553,2024-03-29 09:25:00,2024-04-13 09:25:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,UK,starter,False,True,True,,2024-05-29 09:25:00,pending
cb_000065,tx_00002830,cust_005046,2024-06-16 14:49:00,2024-07-16 14:49:00,9.99,USD,10.5,fraud,Fraud - Card Present,visa,US,starter,False,True,True,False,2024-09-21 14:49:00,escalated
cb_000066,tx_00002889,cust_008380,2024-01-08 14:44:00,2024-02-18 14:44:00,99.99,USD,4863,fraud,Cardholder Does Not Recognize,paypal,US,business,True,False,True,True,2024-04-15 14:44:00,resolved
cb_000067,tx_00002904,cust_008102,2024-09-03 18:46:00,2024-09-25 18:46:00,99.99,USD,4853,service,Cardholder Dispute,visa,IN,business,False,True,True,,2024-11-04 18:46:00,resolved
cb_000068,tx_00002935,cust_009491,2024-04-17 16:26:00,2024-05-31 16:26:00,29.99,USD,13.3,service,Not as Described,mastercard,BR,pro,True,False,True,False,2024-08-01 16:26:00,resolved
cb_000069,tx_00002956,cust_000196,2024-06-02 02:30:00,2024-06-25 02:30:00,29.99,USD,13.1,service,Merchandise/Services Not Received,visa,RU,pro,True,True,True,True,2024-08-09 02:30:00,resolved
cb_000070,tx_00002967,cust_005735,2024-09-04 14:48:00,2024-09-27 14:48:00,99.99,USD,13.1,service,Merchandise/Services Not Received,visa,US,business,False,True,True,,2024-12-08 14:48:00,resolved
cb_000071,tx_00003090,cust_001605,2024-05-10 20:45:00,2024-06-15 20:45:00,9.99,USD,11.1,authorization,Card Recovery Bulletin,visa,PK,starter,True,True,True,False,2024-07-26 20:45:00,resolved
cb_000072,tx_00003125,cust_007131,2024-08-21 13:13:00,2024-09-29 13:13:00,9.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,US,starter,False,False,True,False,2024-11-13 13:13:00,escalated
cb_000073,tx_00003153,cust_009059,2024-09-17 01:34:00,2024-10-31 01:34:00,9.99,USD,13.1,service,Merchandise/Services Not Received,visa,US,starter,False,True,True,False,2025-01-03 01:34:00,escalated
cb_000074,tx_00003326,cust_005788,2024-01-31 23:36:00,2024-02-26 23:36:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,amex,DE,starter,True,True,True,False,2024-05-01 23:36:00,escalated
cb_000075,tx_00003415,cust_008846,2024-04-12 20:56:00,2024-04-27 20:56:00,9.99,USD,13.1,service,Merchandise/Services Not Received,visa,US,starter,True,True,True,True,2024-07-25 20:56:00,pending
cb_000076,tx_00003495,cust_000345,2024-03-12 18:41:00,2024-03-29 18:41:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,NG,pro,False,False,True,True,2024-06-07 18:41:00,resolved
cb_000077,tx_00003497,cust_004856,2024-07-11 10:14:00,2024-08-22 10:14:00,99.99,USD,13.3,service,Not as Described,visa,IN,business,True,True,True,,2024-10-24 10:14:00,resolved
cb_000078,tx_00003588,cust_000774,2024-07-06 15:32:00,2024-08-16 15:32:00,29.99,USD,13.1,service,Merchandise/Services Not Received,visa,IN,pro,False,False,True,False,2024-10-01 15:32:00,escalated
cb_000079,tx_00003704,cust_007780,2024-11-29 07:51:00,2025-01-10 07:51:00,19.98,USD,10.4,fraud,Card Absent Environment,mastercard,US,starter,True,False,False,True,2025-02-28 07:51:00,resolved
cb_000080,tx_00003746,cust_001217,2024-09-10 22:03:00,2024-10-07 22:03:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,US,starter,True,True,True,False,2024-11-21 22:03:00,escalated
cb_000081,tx_00003747,cust_006150,2024-09-05 12:14:00,2024-09-24 12:14:00,99.99,USD,13.3,service,Not as Described,visa,US,business,False,True,True,True,2024-11-14 12:14:00,pending
cb_000082,tx_00003755,cust_002061,2024-07-03 15:45:00,2024-08-05 15:45:00,299.99,USD,13.3,service,Not as Described,amex,BR,enterprise,True,True,True,,2024-10-16 15:45:00,resolved
cb_000083,tx_00003782,cust_006739,2024-09-01 02:22:00,2024-10-08 02:22:00,29.98,USD,4853,service,Cardholder Dispute,visa,BR,starter,True,True,True,True,2024-12-28 02:22:00,pending
cb_000084,tx_00003801,cust_002208,2024-11-12 16:14:00,2024-12-01 16:14:00,29.99,USD,10.5,fraud,Fraud - Card Present,mastercard,UK,pro,True,True,True,False,2025-01-09 16:14:00,pending
cb_000085,tx_00003803,cust_002475,2024-12-09 07:50:00,2025-01-21 07:50:00,29.99,USD,10.4,fraud,Card Absent Environment,mastercard,US,pro,True,False,True,False,2025-03-17 07:50:00,resolved
cb_000086,tx_00003830,cust_001711,2024-12-17 17:45:00,2025-01-08 17:45:00,119.98,USD,10.5,fraud,Fraud - Card Present,visa,BR,business,False,False,True,,2025-04-06 17:45:00,pending
cb_000087,tx_00003843,cust_009571,2024-07-04 12:11:00,2024-08-07 12:11:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,AU,pro,False,True,False,True,2024-10-04 12:11:00,escalated
cb_000088,tx_00003880,cust_009489,2024-02-21 02:58:00,2024-03-28 02:58:00,29.99,USD,4837,fraud,No Cardholder Authorization,visa,US,pro,True,True,True,False,2024-05-01 02:58:00,resolved
cb_000089,tx_00003882,cust_008435,2024-09-28 22:02:00,2024-11-06 22:02:00,9.99,USD,10.5,fraud,Fraud - Card Present,mastercard,PK,starter,False,True,False,True,2024-12-27 22:02:00,escalated
cb_000090,tx_00003886,cust_008433,2024-10-10 03:15:00,2024-10-27 03:15:00,29.99,USD,10.4,fraud,Card Absent Environment,visa,FR,pro,False,True,True,False,2024-12-31 03:15:00,resolved
cb_000091,tx_00003953,cust_005588,2024-10-30 10:56:00,2024-11-20 10:56:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,US,starter,False,True,True,True,2024-12-28 10:56:00,pending
cb_000092,tx_00004006,cust_000856,2024-11-17 19:33:00,2024-12-31 19:33:00,9.99,USD,10.4,fraud,Card Absent Environment,paypal,US,starter,True,True,True,,2025-03-22 19:33:00,resolved
cb_000093,tx_00004053,cust_008636,2024-03-18 05:16:00,2024-04-06 05:16:00,9.99,USD,4853,service,Cardholder Dispute,paypal,PK,starter,False,True,True,True,2024-07-01 05:16:00,resolved
cb_000094,tx_00004095,cust_007590,2024-10-06 02:46:00,2024-11-07 02:46:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,US,starter,True,True,True,,2025-01-04 02:46:00,resolved
cb_000095,tx_00004154,cust_009712,2024-04-09 09:07:00,2024-05-16 09:07:00,9.99,USD,4837,fraud,No Cardholder Authorization,visa,US,starter,True,True,True,True,2024-07-02 09:07:00,pending
cb_000096,tx_00004175,cust_001704,2024-01-17 16:49:00,2024-02-02 16:49:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,IN,starter,False,True,True,False,2024-04-14 16:49:00,resolved
cb_000097,tx_00004239,cust_004744,2024-02-09 21:12:00,2024-03-09 21:12:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,US,starter,True,True,False,False,2024-05-20 21:12:00,resolved
cb_000098,tx_00004349,cust_000778,2024-01-02 02:45:00,2024-02-06 02:45:00,14.98,USD,4853,service,Cardholder Dispute,mastercard,IN,starter,True,False,False,True,2024-04-24 02:45:00,pending
cb_000099,tx_00004350,cust_000695,2024-06-25 17:19:00,2024-07-23 17:19:00,99.99,USD,10.4,fraud,Card Absent Environment,mastercard,IN,business,False,True,True,False,2024-10-08 17:19:00,resolved
cb_000100,tx_00004367,cust_005232,2024-08-17 05:31:00,2024-09-03 05:31:00,9.99,USD,10.4,fraud,Card Absent Environment,amex,US,starter,True,True,True,False,2024-10-17 05:31:00,resolved
cb_000101,tx_00004447,cust_005889,2024-08-16 07:41:00,2024-09-03 07:41:00,99.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,IN,business,True,False,True,,2024-10-20 07:41:00,escalated
cb_000102,tx_00004477,cust_004908,2024-08-26 09:44:00,2024-09-30 09:44:00,9.99,USD,4853,service,Cardholder Dispute,visa,UK,starter,False,True,False,True,2024-12-03 09:44:00,escalated
cb_000103,tx_00004480,cust_002840,2024-06-13 21:28:00,2024-07-16 21:28:00,9.99,USD,13.3,service,Not as Described,visa,UK,starter,True,True,False,False,2024-08-27 21:28:00,pending
cb_000104,tx_00004523,cust_008922,2024-04-24 01:17:00,2024-05-13 01:17:00,99.99,USD,10.4,fraud,Card Absent Environment,visa,BR,business,False,False,True,False,2024-07-15 01:17:00,resolved
cb_000105,tx_00004556,cust_007879,2024-03-25 12:45:00,2024-04-30 12:45:00,29.99,USD,13.3,service,Not as Described,mastercard,US,pro,True,True,True,True,2024-06-22 12:45:00,pending
cb_000106,tx_00004605,cust_004416,2024-11-11 20:12:00,2024-12-02 20:12:00,9.99,USD,10.4,fraud,Card Absent Environment,mastercard,BR,starter,True,False,False,,2025-01-20 20:12:00,escalated
cb_000107,tx_00004606,cust_009025,2024-08-13 23:14:00,2024-09-14 23:14:00,9.99,USD,4837,fraud,No Cardholder Authorization,mastercard,RU,starter,False,True,True,True,2024-11-29 23:14:00,escalated
cb_000108,tx_00004666,cust_004046,2024-02-06 00:08:00,2024-03-06 00:08:00,9.99,USD,13.3,service,Not as Described,mastercard,AU,starter,False,True,True,True,2024-05-13 00:08:00,pending
cb_000109,tx_00004703,cust_004869,2024-05-25 08:57:00,2024-07-03 08:57:00,9.99,USD,10.5,fraud,Fraud - Card Present,visa,IN,starter,False,True,True,,2024-09-12 08:57:00,resolved
cb_000110,tx_00004748,cust_003574,2024-05-02 17:53:00,2024-05-23 17:53:00,29.98,USD,10.4,fraud,Card Absent Environment,visa,UK,starter,False,True,False,False,2024-08-18 17:53:00,resolved
cb_000111,tx_00004780,cust_009688,2024-06-24 01:40:00,2024-08-01 01:40:00,9.99,USD,12.5,processing,Incorrect Amount,mastercard,US,starter,True,False,False,False,2024-10-15 01:40:00,resolved
cb_000112,tx_00004827,cust_004096,2024-10-18 15:30:00,2024-11-17 15:30:00,29.99,USD,4837,fraud,No Cardholder Authorization,visa,RU,pro,False,True,False,False,2025-02-04 15:30:00,pending
cb_000113,tx_00004942,cust_007424,2024-01-05 16:33:00,2024-02-03 16:33:00,29.99,USD,12.1,processing,Late Presentment,visa,CA,pro,True,True,True,True,2024-04-03 16:33:00,pending
cb_000114,tx_00005074,cust_004775,2024-02-10 10:14:00,2024-03-05 10:14:00,29.99,USD,13.1,service,Merchandise/Services Not Received,visa,RU,pro,True,True,True,True,2024-04-13 10:14:00,escalated
cb_000115,tx_00005140,cust_002759,2024-04-17 09:44:00,2024-05-09 09:44:00,29.99,USD,13.1,service,Merchandise/Services Not Received,visa,US,pro,True,False,True,True,2024-07-16 09:44:00,escalated
cb_000116,tx_00005144,cust_004514,2024-10-13 21:37:00,2024-11-06 21:37:00,9.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,UK,starter,True,True,True,False,2025-01-06 21:37:00,pending
cb_000117,tx_00005162,cust_003724,2024-09-27 13:54:00,2024-11-09 13:54:00,9.99,USD,4837,fraud,No Cardholder Authorization,visa,US,starter,True,True,False,,2025-01-11 13:54:00,resolved
cb_000118,tx_00005166,cust_002511,2024-02-12 20:41:00,2024-03-15 20:41:00,49.98,USD,13.1,service,Merchandise/Services Not Received,amex,RU,pro,True,True,True,,2024-05-31 20:41:00,resolved
cb_000119,tx_00005176,cust_003508,2024-06-28 15:07:00,2024-07-17 15:07:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,US,starter,False,True,True,False,2024-09-02 15:07:00,escalated
cb_000120,tx_00005195,cust_006652,2024-11-01 18:31:00,2024-12-16 18:31:00,29.99,USD,11.2,authorization,Declined Authorization,visa,DE,pro,False,False,True,,2025-02-16 18:31:00,resolved
cb_000121,tx_00005228,cust_002503,2024-11-29 06:13:00,2024-12-21 06:13:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,PK,starter,True,True,True,,2025-03-14 06:13:00,resolved
cb_000122,tx_00005332,cust_000291,2024-02-01 07:59:00,2024-02-17 07:59:00,9.99,USD,13.3,service,Not as Described,paypal,CA,starter,False,True,False,,2024-05-16 07:59:00,pending
cb_000123,tx_00005416,cust_009029,2024-04-25 07:23:00,2024-06-03 07:23:00,9.99,USD,11.1,authorization,Card Recovery Bulletin,mastercard,AU,starter,True,False,True,True,2024-08-24 07:23:00,resolved
cb_000124,tx_00005579,cust_001282,2024-10-17 04:55:00,2024-11-02 04:55:00,9.99,USD,4837,fraud,No Cardholder Authorization,mastercard,US,starter,False,True,False,,2024-12-24 04:55:00,pending
cb_000125,tx_00005618,cust_002770,2024-04-10 01:31:00,2024-05-15 01:31:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,paypal,UK,starter,False,False,True,False,2024-07-27 01:31:00,pending
cb_000126,tx_00005664,cust_007043,2024-09-18 00:59:00,2024-10-06 00:59:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,UK,starter,False,False,True,False,2024-11-10 00:59:00,pending
cb_000127,tx_00005754,cust_008648,2024-04-24 06:44:00,2024-05-14 06:44:00,9.99,USD,13.1,service,Merchandise/Services Not Received,visa,CA,starter,True,True,True,False,2024-08-09 06:44:00,pending
cb_000128,tx_00005812,cust_001510,2024-02-23 03:34:00,2024-03-30 03:34:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,RU,starter,True,False,True,True,2024-06-12 03:34:00,pending
cb_000129,tx_00005824,cust_007273,2024-08-20 10:49:00,2024-09-29 10:49:00,99.99,USD,4853,service,Cardholder Dispute,amex,US,business,False,False,True,,2024-12-14 10:49:00,escalated
cb_000130,tx_00005851,cust_008906,2024-04-05 00:03:00,2024-04-23 00:03:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,UK,pro,True,True,True,False,2024-07-01 00:03:00,pending
cb_000131,tx_00005882,cust_007332,2024-12-16 05:24:00,2025-01-18 05:24:00,9.99,USD,10.4,fraud,Card Absent Environment,mastercard,CA,starter,False,True,False,False,2025-03-17 05:24:00,resolved
cb_000132,tx_00005907,cust_003698,2024-12-01 18:53:00,2024-12-28 18:53:00,14.98,USD,4837,fraud,No Cardholder Authorization,mastercard,BR,starter,False,True,True,False,2025-03-25 18:53:00,resolved
