user_id,event_type,event_time,email_type
49,email_sent,2025-01-29 00:00:00,followup_2
49,email_sent,2025-02-03 00:00:00,promo
50,welcome_email_sent,2025-08-24 00:09:00,welcome
50,email_sent,2025-08-27 00:00:00,followup_1
50,email_sent,2025-08-30 00:00:00,followup_2
50,email_sent,2025-09-04 00:00:00,promo
51,welcome_email_sent,2025-10-02 00:14:00,welcome
51,email_sent,2025-10-06 00:00:00,followup_1
51,email_opened,2025-10-06 04:00:00,followup_1
51,email_sent,2025-10-08 00:00:00,followup_2
51,email_sent,2025-10-11 00:00:00,promo
52,welcome_email_sent,2025-03-05 00:18:00,welcome
52,email_sent,2025-03-08 00:00:00,followup_1
52,email_opened,2025-03-08 10:00:00,followup_1
52,email_sent,2025-03-13 00:00:00,followup_2
52,email_sent,2025-03-15 00:00:00,promo
53,welcome_email_sent,2025-07-13 00:25:00,welcome
53,email_opened,2025-07-13 18:25:00,welcome
53,email_clicked,2025-07-13 18:45:00,welcome
53,email_sent,2025-07-24 00:00:00,promo
54,welcome_email_sent,2025-02-10 00:25:00,welcome
54,email_opened,2025-02-10 23:25:00,welcome
54,email_sent,2025-02-14 00:00:00,followup_1
54,email_sent,2025-02-16 00:00:00,followup_2
54,email_sent,2025-02-19 00:00:00,promo
55,welcome_email_sent,2025-10-10 00:24:00,welcome
55,email_sent,2025-10-15 00:00:00,followup_1
55,email_sent,2025-10-17 00:00:00,followup_2
55,email_sent,2025-10-19 00:00:00,promo
56,welcome_email_sent,2025-05-31 00:25:00,welcome
56,email_sent,2025-06-04 00:00:00,followup_1
56,email_sent,2025-06-07 00:00:00,followup_2
56,email_opened,2025-06-07 17:00:00,followup_2
56,email_sent,2025-06-11 00:00:00,promo
56,email_opened,2025-06-12 22:00:00,promo
57,welcome_email_sent,2025-11-18 00:14:00,welcome
57,email_sent,2025-11-23 00:00:00,followup_1
57,email_sent,2025-11-24 00:00:00,followup_2
57,email_sent,2025-11-27 00:00:00,promo
58,welcome_email_sent,2025-11-13 00:11:00,welcome
58,email_sent,2025-11-18 00:00:00,followup_1
58,email_sent,2025-11-20 00:00:00,followup_2
58,email_opened,2025-11-22 03:00:00,followup_2
58,email_sent,2025-11-23 00:00:00,promo
59,welcome_email_sent,2025-07-05 00:19:00,welcome
59,email_sent,2025-07-09 00:00:00,followup_1
59,email_opened,2025-07-09 14:00:00,followup_1
59,email_sent,2025-07-11 00:00:00,followup_2
59,email_opened,2025-07-13 15:00:00,followup_2
59,email_sent,2025-07-14 00:00:00,promo
59,email_opened,2025-07-16 02:00:00,promo
60,welcome_email_sent,2025-10-23 00:08:00,welcome
60,email_opened,2025-10-24 10:08:00,welcome
60,email_clicked,2025-10-24 10:10:00,welcome
60,email_sent,2025-10-26 00:00:00,followup_1
60,email_opened,2025-10-28 05:00:00,followup_1
60,email_sent,2025-10-29 00:00:00,followup_2
60,email_opened,2025-10-31 06:00:00,followup_2
60,email_sent,2025-11-01 00:00:00,promo
61,welcome_email_sent,2025-04-09 00:07:00,welcome
61,email_opened,2025-04-09 14:07:00,welcome
61,email_sent,2025-04-14 00:00:00,followup_1
61,email_sent,2025-04-16 00:00:00,followup_2
61,email_sent,2025-04-20 00:00:00,promo
62,welcome_email_sent,2025-12-27 00:05:00,welcome
62,email_opened,2025-12-28 02:05:00,welcome
62,email_sent,2025-12-31 00:00:00,followup_1
63,welcome_email_sent,2025-02-05 00:10:00,welcome
63,email_sent,2025-02-13 00:00:00,followup_2
63,email_sent,2025-02-14 00:00:00,promo
64,welcome_email_sent,2025-01-24 00:20:00,welcome
64,email_sent,2025-01-29 00:00:00,followup_1
64,email_opened,2025-01-29 13:00:00,followup_1
64,email_sent,2025-01-30 00:00:00,followup_2
64,email_opened,2025-01-30 21:00:00,followup_2
64,email_sent,2025-02-04 00:00:00,promo
65,welcome_email_sent,2025-12-05 00:03:00,welcome
65,email_sent,2025-12-08 00:00:00,followup_1
65,email_sent,2025-12-13 00:00:00,followup_2
65,email_opened,2025-12-15 00:00:00,followup_2
65,email_sent,2025-12-14 00:00:00,promo
66,welcome_email_sent,2025-04-27 00:14:00,welcome
66,email_sent,2025-05-02 00:00:00,followup_1
66,email_opened,2025-05-02 04:00:00,followup_1
66,email_sent,2025-05-05 00:00:00,followup_2
66,email_sent,2025-05-07 00:00:00,promo
67,welcome_email_sent,2025-05-29 00:13:00,welcome
67,email_opened,2025-05-29 17:13:00,welcome
67,email_clicked,2025-05-29 17:43:00,welcome
67,email_sent,2025-06-03 00:00:00,followup_1
67,email_sent,2025-06-04 00:00:00,followup_2
67,email_opened,2025-06-05 08:00:00,followup_2
67,email_sent,2025-06-08 00:00:00,promo
67,email_opened,2025-06-09 12:00:00,promo
68,welcome_email_sent,2025-02-10 00:06:00,welcome
68,email_sent,2025-02-13 00:00:00,followup_1
68,email_sent,2025-02-17 00:00:00,followup_2
68,email_opened,2025-02-17 02:00:00,followup_2
68,email_sent,2025-02-19 00:00:00,promo
69,welcome_email_sent,2025-04-30 00:23:00,welcome
69,email_opened,2025-05-01 20:23:00,welcome
69,email_sent,2025-05-03 00:00:00,followup_1
69,email_sent,2025-05-08 00:00:00,followup_2
69,email_sent,2025-05-09 00:00:00,promo
70,welcome_email_sent,2025-02-21 00:02:00,welcome
70,email_sent,2025-02-25 00:00:00,followup_1
70,email_sent,2025-03-02 00:00:00,promo
71,welcome_email_sent,2025-07-14 00:01:00,welcome
71,email_sent,2025-07-17 00:00:00,followup_1
71,email_sent,2025-07-20 00:00:00,followup_2
71,email_sent,2025-07-23 00:00:00,promo
72,welcome_email_sent,2025-05-23 00:17:00,welcome
72,email_opened,2025-05-23 21:17:00,welcome
72,email_sent,2025-05-28 00:00:00,followup_1
72,email_opened,2025-05-30 22:00:00,followup_1
72,email_sent,2025-05-30 00:00:00,followup_2
72,email_opened,2025-05-31 04:00:00,followup_2
72,email_sent,2025-06-02 00:00:00,promo
73,welcome_email_sent,2025-08-21 00:11:00,welcome
73,email_opened,2025-08-21 14:11:00,welcome
73,email_sent,2025-08-25 00:00:00,followup_1
73,email_sent,2025-08-27 00:00:00,followup_2
73,email_sent,2025-09-01 00:00:00,promo
74,email_sent,2025-11-27 00:00:00,followup_1
74,email_opened,2025-11-27 13:00:00,followup_1
74,email_sent,2025-11-30 00:00:00,followup_2
74,email_sent,2025-12-03 00:00:00,promo
74,email_opened,2025-12-03 23:00:00,promo
75,welcome_email_sent,2025-07-06 00:29:00,welcome
75,email_sent,2025-07-12 00:00:00,followup_2
75,email_sent,2025-07-17 00:00:00,promo
76,welcome_email_sent,2025-03-25 00:24:00,welcome
76,email_opened,2025-03-26 14:24:00,welcome
76,email_sent,2025-03-28 00:00:00,followup_1
76,email_sent,2025-04-01 00:00:00,followup_2
76,email_opened,2025-04-03 07:00:00,followup_2
76,email_sent,2025-04-05 00:00:00,promo
76,email_opened,2025-04-05 18:00:00,promo
77,welcome_email_sent,2025-07-09 00:10:00,welcome
77,email_opened,2025-07-10 01:10:00,welcome
77,email_sent,2025-07-14 00:00:00,followup_1
77,email_sent,2025-07-19 00:00:00,promo
78,welcome_email_sent,2025-07-01 00:26:00,welcome
78,email_sent,2025-07-05 00:00:00,followup_1
78,email_sent,2025-07-07 00:00:00,followup_2
78,email_opened,2025-07-08 19:00:00,followup_2
78,email_sent,2025-07-10 00:00:00,promo
79,welcome_email_sent,2025-04-18 00:22:00,welcome
79,email_sent,2025-04-23 00:00:00,followup_1
79,email_sent,2025-04-25 00:00:00,followup_2
79,email_sent,2025-04-29 00:00:00,promo
79,email_opened,2025-05-01 15:00:00,promo
80,welcome_email_sent,2025-12-10 00:07:00,welcome
80,email_opened,2025-12-10 10:07:00,welcome
80,email_sent,2025-12-13 00:00:00,followup_1
80,email_sent,2025-12-16 00:00:00,followup_2
80,email_opened,2025-12-16 11:00:00,followup_2
80,email_sent,2025-12-20 00:00:00,promo
81,welcome_email_sent,2025-05-17 00:08:00,welcome
81,email_sent,2025-05-21 00:00:00,followup_1
81,email_sent,2025-05-25 00:00:00,followup_2
81,email_sent,2025-05-27 00:00:00,promo
81,email_opened,2025-05-28 23:00:00,promo
82,welcome_email_sent,2025-12-26 00:06:00,welcome
82,email_opened,2025-12-27 04:06:00,welcome
82,email_sent,2025-12-29 00:00:00,followup_1
83,welcome_email_sent,2025-12-16 00:25:00,welcome
83,email_sent,2025-12-21 00:00:00,followup_1
83,email_opened,2025-12-21 23:00:00,followup_1
83,email_sent,2025-12-23 00:00:00,followup_2
83,email_sent,2025-12-27 00:00:00,promo
84,welcome_email_sent,2025-11-28 00:05:00,welcome
84,email_sent,2025-12-01 00:00:00,followup_1
84,email_opened,2025-12-03 17:00:00,followup_1
84,email_sent,2025-12-05 00:00:00,followup_2
85,welcome_email_sent,2025-02-06 00:24:00,welcome
85,email_opened,2025-02-07 08:24:00,welcome
85,email_sent,2025-02-12 00:00:00,followup_2
85,email_sent,2025-02-17 00:00:00,promo
86,welcome_email_sent,2025-11-08 00:09:00,welcome
86,email_sent,2025-11-12 00:00:00,followup_1
86,email_sent,2025-11-16 00:00:00,followup_2
86,email_sent,2025-11-18 00:00:00,promo
87,welcome_email_sent,2025-11-22 00:08:00,welcome
87,email_sent,2025-11-30 00:00:00,followup_2
87,email_sent,2025-12-03 00:00:00,promo
88,welcome_email_sent,2025-03-29 00:22:00,welcome
88,email_opened,2025-03-29 16:22:00,welcome
88,email_sent,2025-04-04 00:00:00,followup_2
88,email_opened,2025-04-04 12:00:00,followup_2
88,email_sent,2025-04-08 00:00:00,promo
89,welcome_email_sent,2025-10-01 00:29:00,welcome
89,email_opened,2025-10-01 13:29:00,welcome
89,email_sent,2025-10-05 00:00:00,followup_1
89,email_opened,2025-10-06 15:00:00,followup_1
89,email_sent,2025-10-09 00:00:00,followup_2
89,email_sent,2025-10-11 00:00:00,promo
90,welcome_email_sent,2025-05-06 00:30:00,welcome
90,email_sent,2025-05-11 00:00:00,followup_1
90,email_sent,2025-05-12 00:00:00,followup_2
90,email_sent,2025-05-17 00:00:00,promo
91,welcome_email_sent,2025-03-25 00:06:00,welcome
91,email_sent,2025-03-28 00:00:00,followup_1
91,email_sent,2025-04-01 00:00:00,followup_2
91,email_sent,2025-04-03 00:00:00,promo
92,welcome_email_sent,2025-08-25 00:05:00,welcome
92,email_opened,2025-08-25 12:05:00,welcome
92,email_sent,2025-08-30 00:00:00,followup_1
92,email_sent,2025-08-31 00:00:00,followup_2
92,email_sent,2025-09-03 00:00:00,promo
93,welcome_email_sent,2025-07-14 00:14:00,welcome
93,email_opened,2025-07-15 16:14:00,welcome
93,email_clicked,2025-07-15 16:35:00,welcome
93,email_sent,2025-07-18 00:00:00,followup_1
93,email_opened,2025-07-18 16:00:00,followup_1
93,email_sent,2025-07-21 00:00:00,followup_2
93,email_opened,2025-07-22 07:00:00,followup_2
93,email_sent,2025-07-25 00:00:00,promo
94,welcome_email_sent,2025-05-19 00:09:00,welcome
94,email_sent,2025-05-24 00:00:00,followup_1
94,email_sent,2025-05-25 00:00:00,followup_2
94,email_sent,2025-05-30 00:00:00,promo
95,welcome_email_sent,2025-11-24 00:09:00,welcome
95,email_sent,2025-11-28 00:00:00,followup_1
95,email_sent,2025-12-02 00:00:00,followup_2
96,welcome_email_sent,2025-12-19 00:12:00,welcome
96,email_sent,2025-12-22 00:00:00,followup_1
96,email_sent,2025-12-25 00:00:00,followup_2
96,email_opened,2025-12-27 04:00:00,followup_2
96,email_sent,2025-12-28 00:00:00,promo
96,email_opened,2025-12-28 16:00:00,promo
97,welcome_email_sent,2025-10-13 00:09:00,welcome
97,email_sent,2025-10-16 00:00:00,followup_1
97,email_sent,2025-10-21 00:00:00,followup_2
97,email_sent,2025-10-24 00:00:00,promo
98,email_sent,2025-04-29 00:00:00,followup_2
98,email_sent,2025-05-04 00:00:00,promo
99,welcome_email_sent,2025-12-17 00:20:00,welcome
99,email_sent,2025-12-20 00:00:00,followup_1
100,welcome_email_sent,2025-06-16 00:22:00,welcome
100,email_sent,2025-06-23 00:00:00,followup_2
100,email_sent,2025-06-27 00:00:00,promo
101,welcome_email_sent,2025-01-29 00:23:00,welcome
101,email_opened,2025-01-29 09:23:00,welcome
101,email_sent,2025-02-03 00:00:00,followup_1
101,email_sent,2025-02-08 00:00:00,promo
102,welcome_email_sent,2025-04-28 00:18:00,welcome
102,email_opened,2025-04-28 14:18:00,welcome
102,email_sent,2025-05-04 00:00:00,followup_2
102,email_sent,2025-05-07 00:00:00,promo
103,welcome_email_sent,2025-01-17 00:13:00,welcome
103,email_sent,2025-01-21 00:00:00,followup_1
103,email_sent,2025-01-28 00:00:00,promo
103,email_opened,2025-01-30 21:00:00,promo
104,welcome_email_sent,2025-06-11 00:16:00,welcome
104,email_opened,2025-06-12 21:16:00,welcome
104,email_sent,2025-06-16 00:00:00,followup_1
104,email_sent,2025-06-19 00:00:00,followup_2
105,welcome_email_sent,2025-07-25 00:24:00,welcome
105,email_opened,2025-07-26 18:24:00,welcome
105,email_sent,2025-07-31 00:00:00,followup_2
105,email_opened,2025-07-31 15:00:00,followup_2
105,email_sent,2025-08-03 00:00:00,promo
105,email_opened,2025-08-04 01:00:00,promo
106,welcome_email_sent,2025-05-18 00:04:00,welcome
106,email_sent,2025-05-22 00:00:00,followup_1
106,email_sent,2025-05-24 00:00:00,followup_2
106,email_sent,2025-05-27 00:00:00,promo
107,welcome_email_sent,2025-02-03 00:11:00,welcome
107,email_sent,2025-02-06 00:00:00,followup_1
107,email_sent,2025-02-09 00:00:00,followup_2
107,email_opened,2025-02-09 02:00:00,followup_2
107,email_sent,2025-02-13 00:00:00,promo
108,welcome_email_sent,2025-04-19 00:10:00,welcome
108,email_sent,2025-04-23 00:00:00,followup_1
108,email_opened,2025-04-24 13:00:00,followup_1
108,email_sent,2025-04-27 00:00:00,followup_2
108,email_sent,2025-04-28 00:00:00,promo
109,welcome_email_sent,2025-10-18 00:23:00,welcome
109,email_opened,2025-10-19 22:23:00,welcome
109,email_sent,2025-10-21 00:00:00,followup_1
109,email_sent,2025-10-25 00:00:00,followup_2
109,email_opened,2025-10-26 19:00:00,followup_2
109,email_sent,2025-10-29 00:00:00,promo
110,welcome_email_sent,2025-06-11 00:26:00,welcome
110,email_opened,2025-06-13 00:26:00,welcome
110,email_clicked,2025-06-13 00:54:00,welcome
110,email_sent,2025-06-15 00:00:00,followup_1
110,email_sent,2025-06-19 00:00:00,followup_2
110,email_sent,2025-06-20 00:00:00,promo
111,welcome_email_sent,2025-04-19 00:22:00,welcome
111,email_opened,2025-04-19 23:22:00,welcome
111,email_sent,2025-04-24 00:00:00,followup_1
111,email_sent,2025-04-25 00:00:00,followup_2
111,email_sent,2025-04-28 00:00:00,promo
111,email_opened,2025-04-28 07:00:00,promo
112,welcome_email_sent,2025-12-02 00:23:00,welcome
112,email_opened,2025-12-03 18:23:00,welcome
112,email_clicked,2025-12-03 18:28:00,welcome
112,email_sent,2025-12-06 00:00:00,followup_1
112,email_opened,2025-12-06 19:00:00,followup_1
112,email_sent,2025-12-10 00:00:00,followup_2
112,email_opened,2025-12-10 02:00:00,followup_2
112,email_sent,2025-12-13 00:00:00,promo
112,email_opened,2025-12-13 19:00:00,promo
113,welcome_email_sent,2025-09-13 00:14:00,welcome
113,email_sent,2025-09-16 00:00:00,followup_1
113,email_opened,2025-09-18 13:00:00,followup_1
113,email_sent,2025-09-19 00:00:00,followup_2
113,email_opened,2025-09-21 18:00:00,followup_2
113,email_sent,2025-09-24 00:00:00,promo
114,welcome_email_sent,2025-07-22 00:24:00,welcome
114,email_opened,2025-07-22 03:24:00,welcome
114,email_sent,2025-07-26 00:00:00,followup_1
114,email_sent,2025-08-01 00:00:00,promo
115,email_sent,2025-11-29 00:00:00,followup_1
115,email_sent,2025-12-04 00:00:00,followup_2
115,email_sent,2025-12-06 00:00:00,promo
116,welcome_email_sent,2025-08-23 00:03:00,welcome
116,email_opened,2025-08-24 18:03:00,welcome
116,email_sent,2025-08-26 00:00:00,followup_1
116,email_sent,2025-09-03 00:00:00,promo
117,welcome_email_sent,2025-03-15 00:06:00,welcome
117,email_opened,2025-03-16 18:06:00,welcome
