user_id,signup_date,signup_month,source,device,country,ab_variant,engagement_score
79,2025-04-18,2025-04,organic,tablet,BR,variant_a,0.912
80,2025-12-10,2025-12,google_ads,desktop,US,control,1.1
81,2025-05-17,2025-05,google_ads,mobile,FR,control,0.807
82,2025-12-26,2025-12,direct,mobile,DE,variant_a,0.935
83,2025-12-16,2025-12,google_ads,desktop,UK,variant_b,1.155
84,2025-11-28,2025-11,organic,desktop,US,control,1.32
85,2025-02-06,2025-02,email_campaign,mobile,UK,control,0.982
86,2025-11-08,2025-11,google_ads,mobile,US,control,0.85
87,2025-11-22,2025-11,google_ads,mobile,FR,control,0.807
88,2025-03-29,2025-03,google_ads,mobile,DE,variant_b,0.935
89,2025-10-01,2025-10,facebook_ads,desktop,US,variant_a,0.88
90,2025-05-06,2025-05,organic,mobile,Other,variant_a,0.867
91,2025-03-25,2025-03,google_ads,mobile,UK,variant_a,0.892
92,2025-08-25,2025-08,email_campaign,desktop,Other,variant_b,1.029
93,2025-07-14,2025-07,organic,desktop,US,control,1.32
94,2025-05-19,2025-05,organic,mobile,US,control,1.02
95,2025-11-24,2025-11,referral,desktop,BR,control,1.232
96,2025-12-19,2025-12,organic,mobile,FR,variant_b,0.969
97,2025-10-13,2025-10,facebook_ads,mobile,US,control,0.68
98,2025-04-23,2025-04,referral,mobile,Other,control,1.011
99,2025-12-17,2025-12,google_ads,mobile,US,variant_b,0.85
100,2025-06-16,2025-06,email_campaign,desktop,AU,variant_b,1.21
101,2025-01-29,2025-01,organic,tablet,DE,variant_b,1.254
102,2025-04-28,2025-04,google_ads,mobile,UK,control,0.892
103,2025-01-17,2025-01,email_campaign,desktop,US,variant_b,1.21
104,2025-06-11,2025-06,direct,mobile,FR,control,0.807
105,2025-07-25,2025-07,google_ads,desktop,FR,variant_b,1.045
106,2025-05-18,2025-05,referral,mobile,US,control,1.19
107,2025-02-03,2025-02,organic,mobile,UK,variant_b,1.071
108,2025-04-19,2025-04,google_ads,desktop,US,variant_b,1.1
109,2025-10-18,2025-10,facebook_ads,desktop,US,variant_a,0.88
110,2025-06-11,2025-06,organic,mobile,CA,control,1.02
111,2025-04-19,2025-04,organic,tablet,UK,control,1.197
112,2025-12-02,2025-12,referral,tablet,Other,variant_b,1.13
113,2025-09-13,2025-09,google_ads,desktop,AU,variant_a,1.1
114,2025-07-22,2025-07,google_ads,tablet,US,control,0.95
115,2025-11-26,2025-11,organic,mobile,US,control,1.02
116,2025-08-23,2025-08,organic,mobile,CA,variant_a,1.02
117,2025-03-15,2025-03,direct,desktop,US,variant_b,1.1
118,2025-05-16,2025-05,organic,tablet,US,variant_b,1.14
119,2025-03-13,2025-03,organic,mobile,DE,variant_b,1.122
120,2025-05-07,2025-05,organic,mobile,Other,variant_a,0.867
121,2025-10-15,2025-10,facebook_ads,mobile,UK,variant_a,0.714
122,2025-10-03,2025-10,facebook_ads,tablet,US,control,0.76
123,2025-05-15,2025-05,direct,mobile,UK,variant_a,0.892
124,2025-10-27,2025-10,google_ads,desktop,UK,control,1.155
125,2025-08-08,2025-08,facebook_ads,desktop,Other,variant_b,0.748
126,2025-10-26,2025-10,facebook_ads,mobile,US,variant_b,0.68
127,2025-07-24,2025-07,facebook_ads,desktop,Other,variant_b,0.748
128,2025-07-05,2025-07,email_campaign,mobile,FR,control,0.888
129,2025-04-23,2025-04,email_campaign,mobile,US,control,0.935
130,2025-03-12,2025-03,google_ads,mobile,Other,control,0.722
131,2025-09-18,2025-09,facebook_ads,desktop,Other,variant_b,0.748
132,2025-09-10,2025-09,referral,mobile,UK,control,1.25
133,2025-02-16,2025-02,organic,mobile,BR,variant_b,0.816
134,2025-01-25,2025-01,direct,mobile,AU,variant_b,0.85
135,2025-02-26,2025-02,referral,desktop,UK,control,1.617
136,2025-03-20,2025-03,direct,mobile,US,variant_a,0.85
137,2025-11-18,2025-11,facebook_ads,desktop,US,variant_a,0.88
138,2025-03-23,2025-03,google_ads,mobile,DE,variant_b,0.935
139,2025-12-15,2025-12,facebook_ads,mobile,IN,control,0.51
140,2025-08-05,2025-08,organic,desktop,AU,variant_a,1.32
141,2025-11-02,2025-11,facebook_ads,desktop,US,control,0.88
142,2025-02-02,2025-02,google_ads,mobile,UK,control,0.892
143,2025-07-17,2025-07,email_campaign,desktop,DE,variant_b,1.331
144,2025-07-15,2025-07,google_ads,mobile,IN,variant_b,0.637
145,2025-11-02,2025-11,organic,tablet,UK,control,1.197
146,2025-08-28,2025-08,google_ads,tablet,UK,control,0.997
147,2025-09-28,2025-09,facebook_ads,desktop,US,control,0.88
148,2025-05-09,2025-05,organic,desktop,US,variant_a,1.32
149,2025-10-11,2025-10,organic,desktop,IN,control,0.99
150,2025-01-06,2025-01,facebook_ads,desktop,US,control,0.88
151,2025-12-15,2025-12,organic,desktop,US,control,1.32
152,2025-02-28,2025-02,organic,mobile,US,control,1.02
153,2025-12-16,2025-12,google_ads,mobile,US,variant_b,0.85
154,2025-10-02,2025-10,facebook_ads,desktop,IN,variant_b,0.66
155,2025-05-17,2025-05,organic,desktop,BR,variant_a,1.056
156,2025-11-25,2025-11,organic,desktop,UK,control,1.386
157,2025-06-24,2025-06,facebook_ads,desktop,UK,variant_a,0.924
158,2025-02-27,2025-02,organic,desktop,CA,variant_b,1.32
159,2025-05-31,2025-05,google_ads,mobile,US,control,0.85
160,2025-08-11,2025-08,google_ads,desktop,US,control,1.1
161,2025-03-22,2025-03,organic,desktop,US,control,1.32
162,2025-08-21,2025-08,organic,mobile,DE,variant_a,1.122
163,2025-01-02,2025-01,referral,mobile,US,variant_a,1.19
164,2025-05-15,2025-05,facebook_ads,mobile,UK,control,0.714
165,2025-09-14,2025-09,google_ads,desktop,FR,variant_a,1.045
166,2025-04-02,2025-04,google_ads,tablet,FR,control,0.902
167,2025-09-17,2025-09,organic,desktop,US,control,1.32
168,2025-02-24,2025-02,organic,desktop,US,variant_b,1.32
169,2025-11-17,2025-11,organic,mobile,UK,variant_b,1.071
170,2025-06-02,2025-06,organic,desktop,Other,variant_b,1.122
171,2025-11-24,2025-11,referral,desktop,US,variant_a,1.54
172,2025-09-17,2025-09,email_campaign,mobile,DE,control,1.029
173,2025-11-08,2025-11,referral,desktop,US,control,1.54
174,2025-04-12,2025-04,google_ads,desktop,US,variant_a,1.1
175,2025-03-20,2025-03,google_ads,mobile,US,control,0.85
176,2025-07-11,2025-07,google_ads,desktop,US,control,1.1
177,2025-03-24,2025-03,organic,tablet,US,variant_b,1.14
178,2025-10-04,2025-10,google_ads,mobile,AU,variant_a,0.85
179,2025-09-29,2025-09,google_ads,desktop,US,variant_b,1.1
180,2025-01-01,2025-01,referral,tablet,US,variant_a,1.33
181,2025-11-03,2025-11,email_campaign,desktop,US,variant_a,1.21
182,2025-06-15,2025-06,facebook_ads,mobile,US,variant_b,0.68
183,2025-09-08,2025-09,organic,desktop,US,variant_b,1.32
184,2025-01-10,2025-01,facebook_ads,mobile,UK,variant_b,0.714
185,2025-02-27,2025-02,google_ads,mobile,UK,control,0.892
186,2025-07-05,2025-07,google_ads,desktop,CA,variant_a,1.1
187,2025-06-07,2025-06,organic,mobile,UK,variant_a,1.071
188,2025-05-03,2025-05,email_campaign,mobile,US,variant_b,0.935
189,2025-01-30,2025-01,facebook_ads,desktop,US,variant_b,0.88
190,2025-05-04,2025-05,facebook_ads,mobile,IN,variant_b,0.51
191,2025-10-18,2025-10,organic,desktop,US,variant_a,1.32
192,2025-02-10,2025-02,organic,mobile,AU,variant_b,1.02
193,2025-02-13,2025-02,google_ads,mobile,US,variant_b,0.85
194,2025-09-06,2025-09,organic,desktop,AU,control,1.32
195,2025-02-05,2025-02,organic,mobile,CA,variant_a,1.02
196,2025-09-30,2025-09,facebook_ads,mobile,US,control,0.68
197,2025-03-06,2025-03,organic,tablet,DE,control,1.254
198,2025-03-07,2025-03,google_ads,tablet,US,variant_a,0.95
199,2025-12-04,2025-12,google_ads,mobile,US,variant_b,0.85
200,2025-09-01,2025-09,email_campaign,mobile,CA,variant_b,0.935
201,2025-10-09,2025-10,facebook_ads,desktop,DE,variant_a,0.968
202,2025-03-26,2025-03,google_ads,mobile,Other,variant_b,0.722
203,2025-05-16,2025-05,google_ads,desktop,Other,variant_b,0.935
204,2025-09-28,2025-09,organic,tablet,IN,variant_a,0.855
205,2025-11-07,2025-11,facebook_ads,desktop,US,control,0.88
206,2025-08-05,2025-08,referral,desktop,US,control,1.54
207,2025-04-19,2025-04,google_ads,tablet,US,control,0.95
208,2025-10-04,2025-10,facebook_ads,mobile,US,control,0.68
209,2025-12-20,2025-12,organic,desktop,UK,control,1.386
210,2025-04-13,2025-04,email_campaign,desktop,DE,variant_a,1.331
211,2025-06-09,2025-06,organic,mobile,US,variant_b,1.02
212,2025-07-24,2025-07,organic,desktop,US,variant_b,1.32
213,2025-12-10,2025-12,google_ads,mobile,US,variant_a,0.85
214,2025-11-29,2025-11,organic,mobile,US,control,1.02
215,2025-07-11,2025-07,organic,mobile,DE,control,1.122
216,2025-08-13,2025-08,referral,mobile,DE,control,1.309
217,2025-09-22,2025-09,google_ads,mobile,US,control,0.85
218,2025-08-20,2025-08,email_campaign,tablet,UK,control,1.097
219,2025-03-03,2025-03,facebook_ads,desktop,US,control,0.88
220,2025-05-07,2025-05,facebook_ads,mobile,US,control,0.68
221,2025-04-26,2025-04,organic,mobile,US,control,1.02
222,2025-02-02,2025-02,referral,desktop,FR,control,1.463
223,2025-06-23,2025-06,organic,desktop,CA,variant_b,1.32
224,2025-01-11,2025-01,referral,desktop,FR,control,1.463
225,2025-10-29,2025-10,google_ads,mobile,US,control,0.85
226,2025-10-11,2025-10,organic,desktop,US,variant_a,1.32
227,2025-04-28,2025-04,google_ads,mobile,BR,control,0.68
228,2025-10-29,2025-10,google_ads,desktop,DE,control,1.21
229,2025-04-23,2025-04,facebook_ads,desktop,DE,control,0.968
230,2025-01-04,2025-01,google_ads,tablet,AU,control,0.95
231,2025-02-06,2025-02,email_campaign,mobile,IN,variant_b,0.701
232,2025-12-29,2025-12,google_ads,desktop,US,variant_a,1.1
233,2025-11-20,2025-11,facebook_ads,desktop,US,variant_b,0.88
234,2025-01-31,2025-01,direct,mobile,US,control,0.85
235,2025-04-28,2025-04,organic,tablet,US,variant_a,1.14
236,2025-02-04,2025-02,google_ads,mobile,FR,variant_b,0.807
237,2025-01-17,2025-01,organic,desktop,US,variant_b,1.32
238,2025-06-19,2025-06,email_campaign,mobile,FR,variant_a,0.888
239,2025-02-06,2025-02,organic,tablet,UK,control,1.197
240,2025-09-21,2025-09,google_ads,desktop,US,variant_a,1.1
241,2025-05-02,2025-05,organic,mobile,US,control,1.02
242,2025-05-23,2025-05,google_ads,desktop,CA,control,1.1
243,2025-12-09,2025-12,facebook_ads,mobile,FR,variant_b,0.646
244,2025-09-06,2025-09,facebook_ads,desktop,US,control,0.88
245,2025-04-20,2025-04,facebook_ads,desktop,UK,variant_a,0.924
246,2025-10-04,2025-10,google_ads,mobile,US,control,0.85
247,2025-03-09,2025-03,facebook_ads,mobile,CA,control,0.68
248,2025-10-20,2025-10,organic,mobile,AU,variant_a,1.02
249,2025-10-23,2025-10,google_ads,mobile,UK,control,0.892
250,2025-08-31,2025-08,email_campaign,desktop,Other,control,1.029
251,2025-05-05,2025-05,organic,mobile,IN,variant_a,0.765
252,2025-08-31,2025-08,referral,mobile,CA,variant_b,1.19
253,2025-07-28,2025-07,organic,mobile,US,variant_b,1.02
254,2025-04-08,2025-04,email_campaign,desktop,CA,variant_b,1.21
255,2025-02-18,2025-02,organic,mobile,Other,control,0.867
256,2025-02-19,2025-02,facebook_ads,desktop,Other,variant_b,0.748
257,2025-12-04,2025-12,email_campaign,mobile,IN,variant_b,0.701
258,2025-08-09,2025-08,google_ads,mobile,US,variant_a,0.85
259,2025-07-01,2025-07,organic,desktop,US,variant_a,1.32
260,2025-08-05,2025-08,google_ads,mobile,US,control,0.85
261,2025-07-30,2025-07,google_ads,mobile,US,variant_a,0.85
262,2025-08-28,2025-08,email_campaign,mobile,US,control,0.935
263,2025-01-28,2025-01,email_campaign,desktop,IN,variant_a,0.908
264,2025-12-11,2025-12,email_campaign,mobile,Other,control,0.795
265,2025-12-01,2025-12,referral,desktop,UK,variant_a,1.617
266,2025-11-27,2025-11,email_campaign,tablet,AU,control,1.045
267,2025-02-20,2025-02,google_ads,mobile,US,control,0.85
268,2025-02-01,2025-02,google_ads,desktop,US,control,1.1
269,2025-07-26,2025-07,organic,desktop,Other,control,1.122
270,2025-06-23,2025-06,google_ads,mobile,US,variant_b,0.85
271,2025-02-25,2025-02,referral,desktop,UK,variant_b,1.617
272,2025-05-08,2025-05,email_campaign,mobile,FR,control,0.888
273,2025-04-09,2025-04,direct,desktop,Other,variant_a,0.935
274,2025-04-08,2025-04,facebook_ads,mobile,US,control,0.68
275,2025-10-02,2025-10,organic,desktop,AU,control,1.32
276,2025-08-18,2025-08,organic,tablet,IN,variant_b,0.855
277,2025-03-13,2025-03,direct,desktop,UK,variant_b,1.155
278,2025-08-05,2025-08,facebook_ads,desktop,BR,control,0.704
279,2025-04-04,2025-04,organic,mobile,DE,variant_a,1.122
280,2025-05-23,2025-05,organic,mobile,US,control,1.02
281,2025-08-25,2025-08,email_campaign,tablet,IN,variant_b,0.784
282,2025-05-08,2025-05,facebook_ads,mobile,US,control,0.68
283,2025-02-08,2025-02,google_ads,desktop,CA,control,1.1
284,2025-08-15,2025-08,organic,desktop,CA,control,1.32
285,2025-10-09,2025-10,email_campaign,mobile,UK,variant_a,0.982
286,2025-02-20,2025-02,referral,desktop,FR,variant_a,1.463
287,2025-01-26,2025-01,google_ads,mobile,AU,variant_a,0.85
288,2025-11-30,2025-11,email_campaign,mobile,CA,variant_b,0.935
289,2025-10-04,2025-10,facebook_ads,mobile,FR,variant_b,0.646
290,2025-01-08,2025-01,organic,mobile,IN,control,0.765
291,2025-02-17,2025-02,referral,desktop,US,variant_a,1.54
292,2025-05-02,2025-05,organic,mobile,BR,variant_a,0.816
293,2025-03-27,2025-03,organic,desktop,FR,variant_b,1.254
294,2025-07-28,2025-07,facebook_ads,desktop,FR,variant_a,0.836
295,2025-09-06,2025-09,referral,desktop,AU,variant_a,1.54
296,2025-09-04,2025-09,direct,desktop,FR,variant_b,1.045
297,2025-04-20,2025-04,organic,tablet,CA,control,1.14
298,2025-07-25,2025-07,google_ads,mobile,US,variant_a,0.85
299,2025-01-31,2025-01,google_ads,mobile,US,variant_b,0.85
300,2025-03-26,2025-03,direct,tablet,CA,control,0.95
301,2025-07-14,2025-07,referral,desktop,US,control,1.54
302,2025-01-02,2025-01,google_ads,mobile,CA,control,0.85
303,2025-07-19,2025-07,google_ads,tablet,UK,control,0.997
304,2025-05-16,2025-05,organic,mobile,CA,control,1.02
305,2025-08-21,2025-08,organic,mobile,FR,control,0.969
306,2025-05-27,2025-05,direct,desktop,UK,variant_b,1.155
307,2025-08-05,2025-08,google_ads,mobile,UK,control,0.892
308,2025-12-23,2025-12,direct,desktop,IN,control,0.825
309,2025-10-12,2025-10,organic,desktop,FR,control,1.254
310,2025-12-05,2025-12,email_campaign,mobile,Other,control,0.795
311,2025-09-07,2025-09,email_campaign,mobile,AU,variant_b,0.935
312,2025-03-21,2025-03,referral,mobile,US,control,1.19
313,2025-04-08,2025-04,email_campaign,mobile,AU,control,0.935
314,2025-06-01,2025-06,organic,desktop,CA,control,1.32
315,2025-04-22,2025-04,organic,mobile,US,variant_a,1.02
316,2025-01-30,2025-01,google_ads,mobile,US,control,0.85
317,2025-10-24,2025-10,organic,desktop,UK,control,1.386
318,2025-10-05,2025-10,facebook_ads,desktop,CA,variant_b,0.88
319,2025-02-01,2025-02,referral,desktop,UK,control,1.617
320,2025-06-10,2025-06,organic,tablet,US,control,1.14
321,2025-01-30,2025-01,facebook_ads,mobile,DE,control,0.748
322,2025-01-26,2025-01,google_ads,mobile,US,control,0.85
323,2025-10-27,2025-10,organic,desktop,UK,control,1.386
324,2025-09-02,2025-09,facebook_ads,mobile,BR,control,0.544
325,2025-09-15,2025-09,organic,desktop,FR,variant_a,1.254
326,2025-09-29,2025-09,organic,tablet,US,variant_a,1.14
327,2025-03-22,2025-03,facebook_ads,mobile,CA,variant_b,0.68
328,2025-01-30,2025-01,google_ads,mobile,US,variant_b,0.85
329,2025-09-18,2025-09,google_ads,mobile,UK,variant_a,0.892
330,2025-02-11,2025-02,google_ads,mobile,US,control,0.85
331,2025-04-06,2025-04,organic,desktop,IN,control,0.99
332,2025-02-05,2025-02,direct,desktop,US,variant_b,1.1
333,2025-11-01,2025-11,facebook_ads,mobile,DE,variant_a,0.748
334,2025-02-04,2025-02,organic,tablet,Other,variant_a,0.969
335,2025-12-12,2025-12,organic,mobile,US,control,1.02
336,2025-05-01,2025-05,google_ads,mobile,IN,variant_a,0.637
337,2025-07-26,2025-07,facebook_ads,desktop,US,control,0.88
338,2025-03-03,2025-03,direct,desktop,IN,variant_a,0.825
339,2025-10-19,2025-10,google_ads,mobile,UK,variant_b,0.892
340,2025-05-07,2025-05,email_campaign,desktop,US,variant_a,1.21
341,2025-10-24,2025-10,email_campaign,desktop,FR,variant_a,1.15
342,2025-11-01,2025-11,facebook_ads,desktop,CA,variant_b,0.88
343,2025-01-21,2025-01,organic,desktop,Other,control,1.122
344,2025-11-14,2025-11,email_campaign,mobile,US,variant_b,0.935
345,2025-02-11,2025-02,google_ads,mobile,UK,variant_a,0.892
346,2025-08-03,2025-08,organic,desktop,Other,control,1.122
347,2025-12-03,2025-12,facebook_ads,desktop,AU,control,0.88
348,2025-10-26,2025-10,direct,mobile,US,control,0.85
349,2025-10-17,2025-10,organic,mobile,US,variant_b,1.02
350,2025-09-25,2025-09,google_ads,desktop,FR,variant_a,1.045
351,2025-06-11,2025-06,organic,desktop,US,variant_a,1.32
352,2025-05-14,2025-05,facebook_ads,mobile,BR,variant_b,0.544
353,2025-04-15,2025-04,facebook_ads,mobile,US,control,0.68
354,2025-12-09,2025-12,google_ads,desktop,DE,variant_b,1.21
355,2025-06-10,2025-06,organic,desktop,UK,variant_b,1.386
356,2025-05-03,2025-05,google_ads,mobile,US,control,0.85
357,2025-05-16,2025-05,direct,tablet,US,variant_b,0.95
358,2025-07-22,2025-07,facebook_ads,mobile,UK,variant_a,0.714
359,2025-03-09,2025-03,google_ads,mobile,US,control,0.85
360,2025-12-10,2025-12,google_ads,mobile,US,variant_a,0.85
361,2025-11-27,2025-11,direct,desktop,FR,control,1.045
362,2025-06-03,2025-06,email_campaign,desktop,CA,variant_b,1.21
363,2025-08-23,2025-08,email_campaign,mobile,UK,variant_a,0.982
364,2025-06-11,2025-06,email_campaign,mobile,US,variant_b,0.935
365,2025-02-07,2025-02,facebook_ads,mobile,US,variant_a,0.68
366,2025-01-05,2025-01,google_ads,mobile,US,variant_a,0.85
367,2025-08-23,2025-08,direct,desktop,Other,control,0.935
368,2025-11-15,2025-11,email_campaign,mobile,DE,variant_a,1.029
369,2025-10-16,2025-10,email_campaign,desktop,US,variant_a,1.21
370,2025-02-21,2025-02,referral,mobile,AU,control,1.19
371,2025-02-07,2025-02,referral,desktop,DE,control,1.694
372,2025-10-03,2025-10,google_ads,desktop,UK,variant_a,1.155
373,2025-04-20,2025-04,google_ads,desktop,US,control,1.1
374,2025-09-17,2025-09,organic,desktop,FR,variant_a,1.254
375,2025-05-16,2025-05,facebook_ads,mobile,UK,variant_b,0.714
376,2025-03-09,2025-03,google_ads,mobile,US,control,0.85
377,2025-06-28,2025-06,google_ads,desktop,DE,variant_a,1.21
378,2025-02-05,2025-02,facebook_ads,mobile,BR,variant_a,0.544
379,2025-05-06,2025-05,direct,desktop,US,control,1.1
380,2025-07-09,2025-07,facebook_ads,mobile,US,variant_b,0.68
381,2025-05-26,2025-05,organic,tablet,UK,control,1.197
382,2025-03-22,2025-03,google_ads,desktop,US,control,1.1
383,2025-08-13,2025-08,referral,mobile,US,variant_a,1.19
384,2025-10-06,2025-10,facebook_ads,desktop,UK,control,0.924
385,2025-12-27,2025-12,organic,mobile,US,variant_a,1.02
386,2025-06-04,2025-06,facebook_ads,desktop,DE,control,0.968
387,2025-11-10,2025-11,direct,mobile,BR,variant_a,0.68
388,2025-12-01,2025-12,organic,mobile,Other,variant_a,0.867
389,2025-09-28,2025-09,referral,mobile,US,control,1.19
390,2025-01-05,2025-01,facebook_ads,desktop,BR,variant_b,0.704
391,2025-12-08,2025-12,google_ads,desktop,AU,control,1.1
392,2025-10-11,2025-10,referral,desktop,FR,control,1.463
393,2025-06-03,2025-06,facebook_ads,mobile,DE,control,0.748
394,2025-12-06,2025-12,facebook_ads,mobile,US,control,0.68
395,2025-02-23,2025-02,organic,mobile,FR,variant_a,0.969
396,2025-03-10,2025-03,organic,desktop,DE,control,1.452
397,2025-05-16,2025-05,direct,desktop,CA,control,1.1
398,2025-03-01,2025-03,google_ads,mobile,CA,variant_b,0.85
399,2025-02-24,2025-02,organic,desktop,CA,variant_a,1.32
400,2025-10-11,2025-10,google_ads,desktop,US,variant_b,1.1
401,2025-03-21,2025-03,organic,desktop,US,control,1.32
402,2025-05-20,2025-05,organic,mobile,US,variant_b,1.02
403,2025-05-25,2025-05,organic,mobile,IN,variant_a,0.765
404,2025-11-06,2025-11,google_ads,desktop,US,variant_a,1.1
405,2025-04-18,2025-04,direct,mobile,DE,variant_a,0.935
406,2025-06-25,2025-06,google_ads,desktop,DE,variant_b,1.21
407,2025-04-15,2025-04,organic,mobile,US,variant_a,1.02
408,2025-12-18,2025-12,organic,mobile,AU,control,1.02
409,2025-11-21,2025-11,facebook_ads,mobile,Other,control,0.578
410,2025-05-16,2025-05,google_ads,desktop,Other,variant_b,0.935
411,2025-09-16,2025-09,google_ads,mobile,DE,variant_a,0.935
412,2025-09-08,2025-09,organic,mobile,US,variant_b,1.02
413,2025-05-09,2025-05,referral,mobile,US,control,1.19
414,2025-01-27,2025-01,google_ads,desktop,US,variant_b,1.1
415,2025-02-17,2025-02,facebook_ads,desktop,UK,control,0.924
416,2025-11-21,2025-11,facebook_ads,mobile,Other,control,0.578
417,2025-08-05,2025-08,direct,mobile,US,variant_b,0.85
418,2025-05-22,2025-05,organic,mobile,UK,variant_b,1.071
419,2025-01-23,2025-01,email_campaign,mobile,AU,control,0.935
420,2025-01-02,2025-01,organic,desktop,US,variant_a,1.32
421,2025-06-20,2025-06,google_ads,tablet,FR,variant_b,0.902
422,2025-03-08,2025-03,organic,mobile,Other,control,0.867
423,2025-11-23,2025-11,facebook_ads,mobile,US,variant_a,0.68
